gender_identity,wage,education
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
Non-Trans,$100k+,College Degree
